,Station Name,Province,Climate ID,StationId,Latitude (y),Longitude (x),Elevation (m),First Year,Last Year,Status,Null pourcent
934,GORE BAY CLIMATE,ONTARIO,6092920,48788,45.88,-82.57,188.6,2010,2023,True,1.943573667711599
935,GREAT DUCK ISLAND (AUT),ONTARIO,6093005,7981,45.63,-82.95,182.8,1994,2021,False,83.11389759665622
936,APPLETON,ONTARIO,6100285,6901,45.19,-76.11,133.0,1992,2023,True,0.8150470219435737
937,BROCKVILLE CLIMATE,ONTARIO,6100970,47567,44.64,-75.75,120.4,2008,2023,True,1.0658307210031348
938,BROCKVILLE PCC,ONTARIO,6100971,4236,44.6,-75.67,96.0,1965,2023,False,30.78369905956113
939,CHALK RIVER AECL,ONTARIO,6101335,4243,46.05,-77.37,121.9,1960,2023,False,64.95297805642633
940,CORNWALL,ONTARIO,6101874,4255,45.02,-74.75,64.0,1950,2023,True,1.3793103448275863
941,DRUMMOND CENTRE,ONTARIO,6102J13,4268,45.03,-76.25,145.0,1984,2023,True,0.1253918495297805
942,GRENADIER ISLAND,ONTARIO,6103024,10903,44.42,-75.85,82.0,1994,2023,True,25.391849529780565
943,HARTINGTON IHD,ONTARIO,6103367,4287,44.43,-76.69,160.0,1967,2023,True,0.1253918495297805
944,KEMPTVILLE CS,ONTARIO,6104027,27534,45.0,-75.63,99.4,1997,2023,True,7.54440961337513
945,KINGSTON CLIMATE,ONTARIO,6104142,47267,44.22,-76.6,93.0,2008,2023,True,0.5851619644723093
946,KINGSTON A,ONTARIO,6104152,52985,44.23,-76.6,92.4,2014,2023,False,34.1692789968652
947,LYNDHURST SHAWMERE,ONTARIO,6104725,4308,44.52,-76.08,86.9,1976,2021,False,63.94984326018809
948,MOOSE CREEK WELLS,ONTARIO,6105397,41738,45.25,-74.96,84.5,2003,2023,True,10.78369905956113
949,OMPAH-SEITZ,ONTARIO,6105762,26773,45.05,-76.78,276.0,1994,2023,True,3.510971786833856
950,OTTAWA CDA,ONTARIO,6105976,4333,45.38,-75.72,79.2,1889,2023,True,5.788923719958203
951,OTTAWA CDA RCS,ONTARIO,6105978,30578,45.38,-75.72,79.2,2000,2023,True,1.4420062695924765
952,OTTAWA INTL A,ONTARIO,6106001,49568,45.32,-75.67,114.9,2011,2023,True,0.8150470219435737
953,PEMBROKE CLIMATE,ONTARIO,6106367,49068,45.86,-77.25,161.0,2010,2023,True,0.9613375130616508
954,PETAWAWA AWOS 2,ONTARIO,6106396,47527,45.95,-77.32,130.1,2008,2022,False,59.414838035527694
955,ST. ALBERT,ONTARIO,6107276,4377,45.29,-75.06,80.0,1986,2023,True,0.1253918495297805
956,PETAWAWA HOFFMAN,ONTARIO,610FC98,6900,45.88,-77.25,153.0,1993,2023,True,0.3761755485893417
957,BALDWIN,ONTARIO,6110480,43540,44.27,-79.32,229.0,2004,2023,True,1.128526645768025
958,BARRIE LANDFILL,ONTARIO,6110556,50048,44.39,-79.74,305.0,2011,2023,False,36.05015673981191
959,BEATRICE CLIMATE,ONTARIO,6110607,44183,45.14,-79.4,297.2,2005,2023,True,0.7941483803552769
960,COLDWATER WARMINSTER,ONTARIO,6111769,4432,44.63,-79.54,285.0,1971,2023,True,4.827586206896552
961,COLLINGWOOD,ONTARIO,6111792,10955,44.5,-80.22,178.3,1994,2023,True,24.430512016718914
962,LAGOON CITY,ONTARIO,6114295,10911,44.55,-79.22,220.7,1994,2023,False,33.584117032392896
963,MARKDALE,ONTARIO,6114979,43046,44.27,-80.71,411.0,2004,2023,True,22.884012539184955
964,MUSKOKA,ONTARIO,6115529,48368,44.97,-79.3,281.9,2009,2023,True,2.737722048066876
965,ORILLIA BRAIN,ONTARIO,6115811,6904,44.6,-79.44,250.0,1992,2023,True,1.0658307210031348
966,PARRY SOUND CCG,ONTARIO,6116257,32128,45.34,-80.04,176.3,2002,2023,True,3.761755485893417
967,SHANTY BAY,ONTARIO,6117684,4509,44.4,-79.63,250.0,1973,2023,True,0.2507836990595611
968,BARRIE-ORO,ONTARIO,6117700,42183,44.48,-79.55,289.0,2003,2023,True,5.350052246603971
969,SPRUCEDALE,ONTARIO,6117981,44303,45.43,-79.49,337.1,2003,2021,False,91.76593521421108
970,THORNBURY 3,ONTARIO,6118240,44987,44.55,-80.47,212.0,2006,2023,False,71.45245559038662
971,UDORA,ONTARIO,6119055,4525,44.26,-79.16,262.0,1989,2023,True,0.5851619644723093
972,WIARTON A,ONTARIO,6119498,54259,44.74,-81.11,221.9,2016,2023,False,33.793103448275865
973,WIARTON A,ONTARIO,6119499,53139,44.74,-81.11,221.9,2014,2023,True,0.5642633228840125
974,WESTERN ISLAND (AUT),ONTARIO,6119M51,7733,45.03,-80.37,191.1,1994,2023,False,59.93730407523511
975,BORDEN AWOS,ONTARIO,611B002,29516,44.27,-79.91,222.5,2000,2022,False,62.215256008359454
976,EGBERT CS,ONTARIO,611E001,27604,44.23,-79.78,251.0,2000,2023,True,2.0689655172413794
977,COVE ISLAND (AUT),ONTARIO,61219J2,9004,45.33,-81.73,180.7,1994,2021,False,80.81504702194357
978,GODERICH,ONTARIO,6122847,7747,43.77,-81.72,213.7,1986,2023,True,2.1316614420062696
979,KINCARDINE,ONTARIO,6124127,4575,44.17,-81.62,200.0,1870,2022,False,85.51724137931035
980,SARNIA,ONTARIO,6127510,48373,43.0,-82.31,181.4,2009,2023,True,1.839080459770115
981,SARNIA CLIMATE,ONTARIO,6127519,44323,43.0,-82.3,181.0,2005,2023,True,1.859979101358412
982,TOBERMORY RCS,ONTARIO,6128330,45607,45.23,-81.63,213.5,2007,2023,True,0.7314524555903866
983,WROXETER,ONTARIO,6129660,4603,43.86,-81.15,335.0,1966,2021,False,98.0564263322884
984,AMHERSTBURG,ONTARIO,6130257,4607,42.1,-83.09,182.0,1988,2023,True,0.877742946708464
985,CHATHAM KENT,ONTARIO,6131414,52118,42.31,-82.08,196.6,2014,2023,True,4.57680250783699
986,CEDAR SPRINGS,ONTARIO,6131418,55360,42.27,-82.02,183.0,2022,2023,False,67.58620689655173
987,DELHI CS,ONTARIO,6131983,27528,42.87,-80.55,231.7,1997,2023,True,1.6509926854754442
988,FORT ERIE,ONTARIO,6132470,4635,42.88,-78.97,179.8,1966,2022,False,81.81818181818183
989,GRIMSBY MOUNTAIN,ONTARIO,6133055,44123,43.18,-79.56,170.6,2005,2023,True,0.0626959247648902
990,HARROW CDA AUTO,ONTARIO,6133362,30266,42.03,-82.9,191.0,2000,2023,True,0.7314524555903866
991,KINGSVILLE MOE,ONTARIO,6134190,4647,42.04,-82.67,200.0,1960,2023,True,17.61755485893417
992,LONG POINT (AUT),ONTARIO,6134F10,9026,42.53,-80.05,175.0,1994,2023,False,100.0
993,NEW GLASGOW,ONTARIO,6135583,4656,42.51,-81.64,198.1,1957,2023,True,13.5423197492163
994,PORT COLBORNE,ONTARIO,6136606,4671,42.88,-79.25,175.3,1964,2023,True,23.94984326018809
995,PORT WELLER (AUT),ONTARIO,6136699,7790,43.25,-79.22,79.0,1992,2023,True,3.552769070010449
996,RIDGETOWN RCS,ONTARIO,6137154,32473,42.45,-81.88,205.7,2003,2023,True,2.8631138975966564
997,RIDGEVILLE,ONTARIO,6137161,4680,43.04,-79.33,236.2,1950,2022,False,53.79310344827586
998,ST CATHARINES A,ONTARIO,6137304,53000,43.19,-79.17,97.8,2014,2023,False,33.5423197492163
999,ST THOMAS WPCP,ONTARIO,6137362,4689,42.77,-81.21,209.1,1980,2023,True,24.514106583072103
1000,TILLSONBURG WWTP,ONTARIO,6138270,4699,42.86,-80.72,213.4,1962,2023,False,71.34796238244515
1001,VINELAND STATION RCS,ONTARIO,6139148,31367,43.18,-79.4,79.2,2002,2023,True,3.4691745036572623
1002,WELLAND-PELHAM,ONTARIO,6139449,44283,42.97,-79.33,178.0,2005,2023,True,1.3375130616509927
1003,WINDSOR RIVERSIDE,ONTARIO,6139520,4715,42.33,-82.93,188.4,1866,2023,True,0.3134796238244514
1004,WINDSOR A,ONTARIO,6139530,54738,42.28,-82.96,189.6,2018,2023,True,2.7586206896551726
1005,PORT COLBORNE (AUT),ONTARIO,613F606,9005,42.87,-79.25,183.5,1992,2023,False,52.85266457680251
1006,ERIEAU (AUT),ONTARIO,613KLLM,9006,42.25,-81.9,178.0,1992,2023,False,72.91536050156739
1007,POINT PELEE CS,ONTARIO,613P001,27533,41.95,-82.52,176.8,1999,2023,True,15.862068965517242
1008,BRANTFORD AIRPORT,ONTARIO,6140942,53378,43.14,-80.33,245.5,2014,2023,True,4.764890282131661
1009,ELORA RCS,ONTARIO,6142286,41983,43.65,-80.42,376.4,2003,2023,True,1.6300940438871474
1010,FERGUS SHAND DAM,ONTARIO,6142400,4760,43.73,-80.33,417.6,1939,2023,True,0.4179728317659352
1011,FERGUS MOE,ONTARIO,6142402,4761,43.7,-80.38,396.2,1962,2023,True,20.20898641588297
1012,GLEN ALLAN,ONTARIO,6142803,4765,43.68,-80.71,400.0,1955,2022,False,100.0
1013,GUELPH TURFGRASS,ONTARIO,6143089,45407,43.55,-80.22,325.0,2006,2022,False,59.14315569487984
1014,GUELPH TURFGRASS INSTITUTE,ONTARIO,6143092,55299,43.54,-80.22,334.55,2021,2023,False,43.49007314524556
1015,KITCHENER/WATERLOO,ONTARIO,6144239,48569,43.46,-80.38,321.6,2010,2023,True,2.0689655172413794
1016,LONDON A,ONTARIO,6144473,50093,43.03,-81.15,278.0,2012,2023,False,35.172413793103445
1017,LONDON CS,ONTARIO,6144478,10999,43.03,-81.15,278.0,1994,2023,True,5.391849529780565
1018,MOUNT FOREST (AUT),ONTARIO,6145504,7844,43.98,-80.75,414.5,1992,2023,True,5.057471264367816
1019,ROSEVILLE,ONTARIO,6147188,4816,43.35,-80.47,328.0,1972,2023,True,3.385579937304075
1020,STRATHROY-MULLIFARRY,ONTARIO,6148122,27647,42.98,-81.64,243.0,1997,2023,True,0.5015673981191223
1021,WOODSTOCK,ONTARIO,6149625,4835,43.14,-80.77,281.9,1870,2023,False,66.20689655172414
1022,BELLEVILLE,ONTARIO,6150689,4859,44.15,-77.39,76.2,1866,2023,True,4.096133751306165
1023,BELLEVILLE QUINTE,ONTARIO,6150690,55238,44.16,-77.44,96.28,2021,2023,False,43.92894461859979
1024,BURLINGTON PIERS (AUT),ONTARIO,6151061,7868,43.3,-79.8,77.4,1992,2023,False,33.66771159874608
1025,CENTREVILLE,ONTARIO,6151309,4898,44.4,-76.91,150.0,1985,2023,True,1.6509926854754442
1026,COBOURG (AUT),ONTARIO,6151684,7870,43.95,-78.17,77.7,1992,2023,True,6.9174503657262285
1027,COBOURG STP,ONTARIO,6151689,4905,43.97,-78.18,79.2,1970,2023,False,55.673981191222566
1028,GEORGETOWN WWTP,ONTARIO,6152695,4923,43.64,-79.88,221.0,1962,2023,False,39.74921630094044
1029,HAMILTON A,ONTARIO,6153193,49908,43.17,-79.94,237.7,2011,2023,True,2.8631138975966564
1030,HAMILTON RBG CS,ONTARIO,6153301,27529,43.29,-79.91,102.0,1997,2023,True,9.738766980146291
1031,KING CITY NORTH,ONTARIO,6154150,54958,43.96,-79.57,361.0,2019,2023,True,2.215256008359457
1032,MOBILE UPPER AIR STATION-ONTARIO,ONTARIO,6155200,32513,43.27,-79.78,76.1,2019,2021,False,99.91640543364682
1033,OAKVILLE TWN,ONTARIO,6155750,45667,43.51,-79.69,168.0,2007,2023,True,17.910135841170323
1034,OSHAWA,ONTARIO,6155875,48649,43.92,-78.88,139.9,2010,2023,True,2.6959247648902824
1035,OSHAWA WPCP,ONTARIO,6155878,4996,43.87,-78.83,83.8,1969,2023,False,77.86833855799374
1036,POINT PETRE (AUT),ONTARIO,6156559,7925,43.83,-77.15,78.6,1992,2023,True,5.078369905956113
1037,MONO CENTRE,ONTARIO,6157000,51938,44.03,-80.02,436.0,2013,2023,True,10.177638453500522
1038,TORONTO CITY,ONTARIO,6158355,31688,43.67,-79.4,112.5,2002,2023,True,0.5642633228840125
1039,TORONTO CITY CENTRE,ONTARIO,6158359,48549,43.63,-79.4,76.8,2009,2023,True,2.4869383490073145
1040,TORONTO BUTTONVILLE A,ONTARIO,6158409,54239,43.86,-79.37,198.1,2016,2023,False,42.98850574712644
1041,TORONTO INTL A,ONTARIO,6158731,51459,43.68,-79.63,173.4,2013,2023,True,0.877742946708464
1042,TRENTON AWOS,ONTARIO,6158872,30723,44.12,-77.53,86.3,2007,2022,False,58.89237199582027
1043,TRENTON A,ONTARIO,6158875,5126,44.12,-77.53,86.3,1935,2023,False,34.1692789968652
1044,UXBRIDGE WEST,ONTARIO,6159123,50637,44.1,-79.16,325.0,2012,2023,True,6.499477533960292
1045,TORONTO NORTH YORK,ONTARIO,615S001,26953,43.78,-79.47,187.0,1994,2022,True,14.691745036572623
1046,HALIBURTON 3,ONTARIO,6163171,5170,45.03,-78.53,330.0,1987,2023,True,16.238244514106583
1047,PETERBOROUGH A,ONTARIO,6166415,48952,44.23,-78.36,191.4,2010,2023,True,2.027168234064786
1048,PETERBOROUGH TRENT U,ONTARIO,6166456,43763,44.35,-78.3,216.0,2005,2023,True,15.799373040752352
1049,PETERBOROUGH TRENTU FARM,ONTARIO,6166457,55365,44.35,-78.28,225.0,2022,2023,False,68.02507836990596
1050,SONYA SUNDANCE MEADOWS,ONTARIO,6168100,31010,44.22,-78.95,275.0,2001,2022,False,80.29258098223615
1051,TAPLEY,ONTARIO,6168525,44205,44.17,-78.5,270.0,2005,2023,False,66.77115987460816
1052,BANCROFT AUTO,ONTARIO,616I001,26799,45.07,-77.88,330.7,1995,2023,True,0.5851619644723093
1053,BEAUPORT,QUEBEC,7010565,27803,46.84,-71.2,10.0,1999,2023,True,17.659352142110762
1054,COTEAU DU LAC,QUEBEC,7011947,5217,45.32,-74.17,49.4,1966,2023,True,4.221525600835946
1055,DESCHAMBAULT,QUEBEC,7011982,5220,46.67,-71.92,15.2,1971,2023,False,42.08986415882968
1056,DESCHAMBAULT,QUEBEC,7011983,27325,46.69,-71.97,61.0,1997,2023,True,1.3793103448275863
1057,HEROUXVILLE,QUEBEC,7013100,5225,46.67,-72.6,145.0,1966,2021,False,73.521421107628
1058,ILE D'ORLEANS,QUEBEC,70132G9,8989,47.0,-70.81,3.6,1992,2023,False,100.0
1059,L'ASSOMPTION,QUEBEC,7014160,5237,45.81,-73.43,21.0,1930,2023,True,3.49007314524556
1060,LES CEDRES,QUEBEC,7014290,5239,45.3,-74.05,47.2,1913,2023,True,6.896551724137931
1061,LOUISEVILLE,QUEBEC,7014332,5243,46.27,-73.02,45.0,1967,2023,True,13.667711598746084
1062,OKA,QUEBEC,7015730,5248,45.5,-74.07,91.4,1937,2023,True,14.148380355276908
1063,L'ETAPE,QUEBEC,7015791,10871,47.56,-71.23,791.2,1993,2023,True,3.4273772204806687
1064,QUEBEC INTL A,QUEBEC,7016293,51457,46.79,-71.39,74.4,2013,2023,False,35.54858934169279
1065,RIGAUD,QUEBEC,7016470,5252,45.5,-74.37,46.0,1963,2023,True,10.13584117032393
1066,RIVIERE VERTE OUEST,QUEBEC,7016675,5254,46.98,-71.83,213.4,1966,2023,False,38.18181818181819
1067,ST ALBAN,QUEBEC,7016800,5255,46.72,-72.08,76.2,1949,2023,True,7.210031347962382
1068,ST ALEXIS DES MONTS,QUEBEC,7016816,5256,46.53,-73.15,183.0,1963,2023,True,5.684430512016719
1069,STE ANNE DE LA PERADE,QUEBEC,7016840,5257,46.58,-72.23,16.0,1949,2023,True,19.79101358411703
1070,STE BEATRIX,QUEBEC,7016902,5259,46.2,-73.6,198.0,1974,2023,True,18.557993730407524
1071,ST CHARLES DE MANDEVILLE,QUEBEC,7016960,5262,46.35,-73.35,167.6,1921,2023,True,8.171368861024034
1072,STE CHRISTINE,QUEBEC,7017000,5266,46.82,-71.92,152.1,1950,2023,True,8.484848484848486
1073,ST COME,QUEBEC,7017080,5268,46.28,-73.75,244.0,1950,2021,False,100.0
1074,ST NARCISSE,QUEBEC,7017585,5281,46.53,-72.43,46.0,1973,2022,False,43.49007314524556
1075,SHAWINIGAN,QUEBEC,7018001,27646,46.56,-72.73,110.0,1998,2023,True,16.63531870428422
1076,TROIS RIVIERES A,QUEBEC,7018561,51698,46.35,-72.68,60.7,2013,2023,True,1.4211076280041797
1077,TROIS-RIVIERES,QUEBEC,7018562,10764,46.35,-72.52,6.0,1993,2023,False,34.106583072100314
1078,TROIS-RIVIERES,QUEBEC,7018563,8321,46.37,-72.68,62.2,1963,2023,True,0.522466039707419
1079,VALCARTIER A,QUEBEC,7018573,29452,46.9,-71.5,167.6,2000,2022,False,54.67084639498433
1080,ILE AUX GRUES,QUEBEC,701LBPH,10247,47.07,-70.53,18.3,1994,2023,False,100.0
1081,LAC AUX SABLES,QUEBEC,701LEEH,5203,46.87,-72.4,160.0,1964,2023,True,3.9080459770114944
1082,LAC SAINT-PIERRE,QUEBEC,701LP0N,10975,46.18,-72.92,16.2,1994,2023,False,41.73458725182863
1083,STE-FOY (U. LAVAL),QUEBEC,701Q004,27377,46.78,-71.29,91.4,1996,2023,True,12.601880877742946
1084,LEMIEUX,QUEBEC,701Q009,29714,46.3,-72.06,97.2,1999,2023,True,1.1494252873563218
1085,QUEBEC/JEAN LESAGE INTL,QUEBEC,701S001,26892,46.8,-71.38,60.0,1992,2023,True,1.316614420062696
1086,ARTHABASKA,QUEBEC,7020305,5310,46.02,-71.95,140.0,1969,2023,True,3.510971786833856
1087,BONSECOURS,QUEBEC,7020828,5322,45.4,-72.27,297.2,1967,2023,True,14.870509607351712
1088,BROMPTONVILLE,QUEBEC,7020860,5327,45.48,-71.95,130.0,1957,2023,False,34.147869674185465
1089,COATICOOK,QUEBEC,7021840,5339,45.15,-71.8,259.1,1949,2023,True,16.729323308270676
1090,DANVILLE,QUEBEC,7021954,5345,45.82,-71.98,190.0,1871,2023,True,9.899749373433584
1091,DRUMMONDVILLE,QUEBEC,7022160,5348,45.88,-72.48,82.3,1913,2023,False,100.0
1092,FARNHAM,QUEBEC,7022320,5358,45.3,-72.9,68.0,1917,2023,True,15.998329156223893
1093,FLEURY,QUEBEC,7022375,5361,45.8,-73.0,30.5,1967,2023,True,5.952380952380952
1094,FORTIERVILLE,QUEBEC,7022494,5362,46.48,-72.05,53.3,1973,2023,True,9.523809523809524
1095,FRELIGHSBURG,QUEBEC,7022579,10815,45.03,-72.85,224.0,1993,2023,True,1.2322472848788637
1096,GEORGEVILLE,QUEBEC,7022720,5368,45.13,-72.23,266.7,1951,2021,False,98.03675856307436
1097,GRANBY,QUEBEC,7022800,5369,45.38,-72.72,175.0,1948,2023,True,25.18796992481203
1098,GRANBY,QUEBEC,7022802,42013,45.37,-72.77,86.0,2003,2023,True,18.48370927318296
1099,HEMMINGFORD FOUR WINDS,QUEBEC,7023075,5373,45.07,-73.72,61.0,1960,2023,True,7.309941520467836
1100,LAC MEGANTIC 2,QUEBEC,7023677,5385,45.6,-70.87,426.0,1963,2023,False,57.49791144527987
1101,NANTES,QUEBEC,7023681,54938,45.61,-70.93,477.0,2019,2023,True,0.6265664160401002
1102,LAPRAIRIE,QUEBEC,7024100,5389,45.38,-73.43,30.0,1963,2023,True,17.063492063492063
1103,LAURIERVILLE,QUEBEC,7024250,5392,46.33,-71.67,152.0,1963,2023,True,6.954887218045112
1104,LAUZON,QUEBEC,7024254,5393,46.82,-71.1,69.0,1978,2023,True,10.818713450292398
1105,LENNOXVILLE,QUEBEC,7024280,5397,45.37,-71.82,181.0,1888,2023,True,1.1695906432748535
1106,LINGWICK,QUEBEC,7024320,5398,45.63,-71.37,266.7,1952,2023,True,4.093567251461988
1107,MAGOG,QUEBEC,7024440,5401,45.27,-72.12,274.0,1948,2023,True,4.887218045112782
1108,MARIEVILLE,QUEBEC,7024627,5406,45.4,-73.13,38.0,1960,2023,True,6.432748538011696
1109,MCTAVISH,QUEBEC,7024745,10761,45.5,-73.58,72.8,1994,2023,True,1.1278195488721805
1110,MOBILE UPPER AIR STATION-QUEBEC,QUEBEC,7025000,47888,45.43,-73.93,38.0,2014,2021,False,100.0
1111,MONTREAL INTL A,QUEBEC,7025251,51157,45.47,-73.74,36.0,2013,2023,True,1.1904761904761905
1112,NICOLET,QUEBEC,7025442,10732,46.23,-72.66,8.0,1993,2023,True,2.297410192147034
1113,ORMSTOWN,QUEBEC,7025745,5429,45.12,-74.05,45.7,1962,2023,True,3.0492898913951545
1114,PIERREVILLE,QUEBEC,7026043,5432,46.08,-72.83,15.2,1980,2023,True,4.030910609857978
1115,RICHMOND,QUEBEC,7026465,5440,45.63,-72.13,123.1,1871,2023,True,8.959899749373433
1116,RIVIERE DES PRAIRIES,QUEBEC,7026612,5441,45.7,-73.5,9.0,1973,2023,True,4.573934837092732
1117,SABREVOIS,QUEBEC,7026734,5444,45.22,-73.2,38.1,1975,2021,False,76.60818713450293
1118,ST ANICET,QUEBEC,7026836,5448,45.13,-74.35,53.3,1960,2023,True,3.3834586466165413
1119,ST BERNARD DE LACOLLE,QUEBEC,7026916,5452,45.08,-73.38,49.3,1973,2023,True,5.889724310776942
1120,SAINT-CAMILLE-DE-LELLIS,QUEBEC,7026930,55158,46.49,-70.21,402.0,2020,2023,True,21.49122807017544
1121,STE-CLOTILDE,QUEBEC,7027039,10762,45.17,-73.68,53.0,1993,2023,True,2.276524644945697
1122,ST COME DE LINIERE,QUEBEC,7027083,5457,46.05,-70.52,243.8,1965,2023,True,4.385964912280701
1123,ST EPHREM,QUEBEC,7027200,5462,46.07,-70.97,312.4,1929,2023,False,48.01587301587302
1124,ST GEORGES,QUEBEC,7027283,5485,46.15,-70.7,167.6,1963,2023,True,7.163742690058479
1125,MONTREAL/ST-HUBERT,QUEBEC,7027329,48374,45.52,-73.42,27.4,2009,2023,True,1.3157894736842104
1126,ST HYACINTHE 2,QUEBEC,7027361,5492,45.57,-72.92,33.0,1963,2023,True,6.265664160401002
1127,SAINT-GERMAIN-DE-GRANTHAM,QUEBEC,7027470,47587,45.83,-72.54,85.0,2008,2023,True,0.6265664160401002
1128,ST LUDGER,QUEBEC,7027516,5500,45.75,-70.68,335.0,1964,2023,True,5.284043441938178
1129,ST MALO D AUCKLAND,QUEBEC,7027520,5502,45.2,-71.5,564.0,1949,2023,True,4.385964912280701
1130,STE MARTINE,QUEBEC,7027540,5503,45.22,-73.85,38.1,1963,2023,False,57.85296574770259
1131,ST NAZAIRE,QUEBEC,7027588,5506,45.73,-72.62,68.6,1973,2021,False,83.02005012531328
1132,ST PIERRE DE BROUGHTON,QUEBEC,7027656,5509,46.25,-71.22,365.8,1965,2023,True,10.29657477025898
1133,ST PROSPER,QUEBEC,7027660,5510,46.22,-70.5,281.9,1963,2023,True,5.597326649958228
1134,ST SEVERIN,QUEBEC,7027733,5516,46.33,-71.05,442.0,1964,2023,False,44.44444444444444
1135,SAWYERVILLE NORD,QUEBEC,7027802,5526,45.37,-71.53,345.9,1961,2023,False,38.01169590643275
1136,SCOTT,QUEBEC,7027840,5527,46.5,-71.08,144.8,1950,2023,True,5.847953216374268
1137,SHERBROOKE,QUEBEC,7028123,48371,45.44,-71.69,241.4,2009,2023,True,2.6942355889724308
1138,SOREL,QUEBEC,7028200,5532,46.03,-73.12,14.6,1914,2023,True,7.769423558897243
1139,SUTTON,QUEBEC,7028292,5538,45.07,-72.68,243.8,1978,2023,False,41.37426900584795
1140,THETFORD MINES,QUEBEC,7028441,5542,46.1,-71.35,381.0,1960,2023,True,15.789473684210526
1141,THETFORD MINES RCS,QUEBEC,7028442,45309,46.05,-71.27,430.0,2006,2023,True,0.7518796992481203
1142,VERCHERES,QUEBEC,7028700,5564,45.77,-73.37,21.0,1963,2023,True,6.1194653299916455
1143,BEAUCEVILLE,QUEBEC,7028754,26777,46.21,-70.79,229.2,1994,2023,True,0.7936507936507936
1144,LAC MEMPHREMAGOG,QUEBEC,702CFGG,10801,45.27,-72.17,208.7,1994,2023,False,33.751044277360066
1145,STE-ANNE-DE-BELLEVUE 1,QUEBEC,702FHL8,10873,45.43,-73.93,39.0,1993,2023,True,3.1746031746031744
1146,ST-ANICET 1,QUEBEC,702FQLF,10982,45.12,-74.29,49.1,1994,2023,True,0.8145363408521302
1147,ST CAMILLE WOLFE,QUEBEC,702FR30,5300,45.67,-71.73,268.2,1975,2023,True,15.935672514619885
1148,L'ACADIE,QUEBEC,702LED4,10843,45.29,-73.35,43.8,1994,2023,True,0.5847953216374269
1149,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QUEBEC,702S006,30165,45.47,-73.74,32.1,2002,2023,True,0.7101086048454469
1150,ANGERS,QUEBEC,7030170,5574,45.55,-75.55,91.0,1962,2023,False,55.68086883876357
1151,ARUNDEL,QUEBEC,7030310,5575,45.95,-74.62,191.4,1963,2023,True,22.326649958228906
1152,CHARTERIS,QUEBEC,7031315,5584,45.68,-76.43,168.0,1980,2023,True,4.385964912280701
1153,CHELSEA,QUEBEC,7031360,5585,45.52,-75.78,112.5,1927,2023,True,9.690893901420218
1154,CHENEVILLE,QUEBEC,7031375,5586,45.9,-75.08,222.5,1964,2023,True,9.1687552213868
1155,OTTAWA GATINEAU A,QUEBEC,7032685,53001,45.52,-75.56,64.3,2014,2023,False,34.1687552213868
1156,HIGH FALLS,QUEBEC,7033121,27717,45.84,-75.65,194.6,1999,2022,False,37.96992481203007
1157,LACHUTE,QUEBEC,7033650,5594,45.65,-74.33,91.4,1963,2023,True,3.4252297410192147
1158,LA MACAZA,QUEBEC,7033939,5599,46.37,-74.77,243.8,1976,2023,True,4.866332497911445
1159,LUSKVILLE,QUEBEC,7034365,5604,45.53,-76.05,68.9,1980,2023,True,16.729323308270676
1160,MANIWAKI AIRPORT,QUEBEC,7034482,5606,46.27,-75.99,199.7,1972,2023,True,0.7518796992481203
1161,MONTREAL MIRABEL INTL A,QUEBEC,7034900,49608,45.68,-74.04,82.3,2012,2023,False,35.10860484544695
1162,NOTRE DAME DE LA PAIX,QUEBEC,7035666,5619,45.8,-74.98,183.0,1979,2023,True,11.36173767752715
1163,STE ANNE DU LAC,QUEBEC,7036855,5627,46.85,-75.33,262.1,1963,2023,False,33.43776106934001
1164,ST HIPPOLYTE,QUEBEC,7037310,5630,45.98,-74.0,365.8,1961,2023,True,26.733500417710943
1165,ST JEROME,QUEBEC,7037400,5631,45.8,-74.05,169.5,1932,2023,True,13.157894736842104
1166,WRIGHT,QUEBEC,7038975,5642,46.07,-76.05,141.7,1967,2023,True,5.137844611528822
1167,ST-JOVITE,QUEBEC,703GDKB,10868,46.08,-74.56,238.5,1994,2023,True,3.258145363408521
1168,BAIE-COMEAU A,QUEBEC,7040442,30173,49.13,-68.2,21.6,2004,2023,True,0.8563074352548037
1169,BAIE-COMEAU,QUEBEC,7040444,48968,49.13,-68.2,21.6,2010,2023,True,2.4853801169590644
1170,LOURDES DE BLANC SABLON A,QUEBEC,7040815,53140,51.44,-57.19,37.2,2014,2023,True,13.283208020050123
1171,LOURDES DE BLANC SABLON A,QUEBEC,7040816,54298,51.44,-57.19,37.2,2016,2023,False,36.54970760233918
1172,CAPE WHITTLE,QUEBEC,7041100,5672,50.16,-60.06,7.0,1963,2023,False,58.04093567251461
1173,CAP-ROUGE,QUEBEC,7041166,10963,48.37,-70.54,7.3,1994,2023,False,44.65329991645781
1174,CHARLEVOIX (MRC),QUEBEC,7041312,27442,47.28,-70.64,722.74,1997,2023,True,4.636591478696742
1175,CHATEAU RICHER,QUEBEC,7041330,5674,46.97,-71.03,15.2,1980,2021,False,71.47034252297411
1176,CHEVERY,QUEBEC,7041382,8456,50.47,-59.64,7.7,1992,2023,True,2.276524644945697
1177,CAP-TOURMENTE,QUEBEC,7041JG6,10869,47.08,-70.78,6.0,1993,2023,True,1.086048454469507
